snail_ID;ref_ecotype;ref_size;length_mm;thick_mean_mm;DistAlongPath;sex;dur_mean;dur_max;mountYNcontact;male_size;female_size;test_Pact;size_ratio;size_ratio2;log_male;log_female;Shape;shore;type;ref_Pact;both_Pactive;CS;SN_rock;SN_barnacle;SN_fucus;topo
CZC578;wave;5.8;7.370849441;0.349333333;102.6766326;male;NA;NA;0;7.370849441;5.8;1;-0.239675039;0.057444124;1.997532956;1.757857918;0.043490272;CZC;SNN;1;1;10.60262638;-0.675515596;-0.325795818;-0.445915555;0.883
CZB163;crab;6.8;11.21716601;0.349;102.8281673;female;NA;NA;0;6.8;11.21716601;1;0.500522672;0.250522945;1.916922612;2.417445284;0.071030066;CZB;SNN;0.95;0.975;15.9889022;-1;-1;-1;0.428
CZB163;crab;13.7;11.21716601;0.349;102.8281673;female;50;50;1;13.7;11.21716601;0.975;-0.199950548;0.039980222;2.617395833;2.417445284;0.071030066;CZB;SNN;0.925;0.95;15.9889022;-1;-1;-1;0.428
CZB163;wave;5.8;11.21716601;0.349;102.8281673;female;NA;NA;0;5.8;11.21716601;1;0.659587367;0.435055495;1.757857918;2.417445284;0.071030066;CZB;SNN;1;1;15.9889022;-1;-1;-1;0.428
CZA582;crab;10.56;7.635431234;0.409;103.0428275;female;20.33333333;43;1;10.56;7.635431234;1;-0.32427386;0.105153536;2.357073278;2.032799418;-0.034644845;CZA;NA;NA;NA;NA;1;-0.94812759;-0.400451744;NA
CZA582;wave;3.59;7.635431234;0.409;103.0428275;female;NA;NA;0;3.59;7.635431234;0.941666667;0.754647216;0.56949242;1.278152203;2.032799418;-0.034644845;CZA;NA;NA;NA;NA;1;-0.94812759;-0.400451744;NA
CZB164;crab;6.7;10.16177709;0.463333333;103.2220585;male;NA;NA;0;10.16177709;6.7;0.983333333;-0.416525811;0.173493751;2.318633337;1.902107526;-0.021647213;CZB;SNN;0.975;0.979166667;15.91457556;-1;-0.918937998;-0.936767431;0.844
CZB164;crab;12.4;10.16177709;0.463333333;103.2220585;male;69;69;1;10.16177709;12.4;0.991666667;0.199063135;0.039626132;2.318633337;2.517696473;-0.021647213;CZB;SNN;0.991666667;0.991666667;15.91457556;-1;-0.918937998;-0.936767431;0.844
CZB164;wave;5.1;10.16177709;0.463333333;103.2220585;male;NA;NA;0;10.16177709;5.1;0.991666667;-0.689392798;0.475262429;2.318633337;1.62924054;-0.021647213;CZB;SNN;0.991666667;0.991666667;15.91457556;-1;-0.918937998;-0.936767431;0.844
CZB164;wave;6.9;10.16177709;0.463333333;103.2220585;male;NA;NA;0;10.16177709;6.9;0.991666667;-0.387111926;0.149855643;2.318633337;1.931521412;-0.021647213;CZB;SNN;0.85;0.920833333;15.91457556;-1;-0.918937998;-0.936767431;0.844
CZB599;crab;11.7;10.1471171;0.371;103.2851125;male;10;10;1;10.1471171;11.7;0.966666667;0.142399206;0.020277534;2.317189636;2.459588842;0.04492828;CZB;SNN;0.991666667;0.979166667;14.69913338;-1;-0.762889594;-0.382954414;0.461
CZB599;crab;12.5;10.1471171;0.371;103.2851125;male;41.5;76;1;10.1471171;12.5;0.983333333;0.208539009;0.043488518;2.317189636;2.525728644;0.04492828;CZB;SNN;0.975;0.979166667;14.69913338;-1;-0.762889594;-0.382954414;0.461
CZB599;wave;4.5;10.1471171;0.371;103.2851125;male;NA;NA;0;10.1471171;4.5;1;-0.813112239;0.661151513;2.317189636;1.504077397;0.04492828;CZB;SNN;0.925;0.9625;14.69913338;-1;-0.762889594;-0.382954414;0.461
CZB599;wave;5.4;10.1471171;0.371;103.2851125;male;NA;NA;0;10.1471171;5.4;0.95;-0.630790682;0.397896885;2.317189636;1.686398954;0.04492828;CZB;SNN;0.808333333;0.879166667;14.69913338;-1;-0.762889594;-0.382954414;0.461
CZB166;crab;13.3;11.76987533;0.525666667;103.3939458;male;NA;NA;0;11.76987533;13.3;0.991666667;0.122220706;0.014937901;2.465543329;2.587764035;0.047284855;CZB;SBF;0.991666667;0.991666667;16.45930675;-1;-0.188246592;0.221600123;0.55
CZB166;crab;13.6;11.76987533;0.525666667;103.3939458;male;5;5;1;11.76987533;13.6;0.891666667;0.144526464;0.020887899;2.465543329;2.610069793;0.047284855;CZB;SBF;0.966666667;0.929166667;16.45930675;-1;-0.188246592;0.221600123;0.55
CZB166;wave;4.9;11.76987533;0.525666667;103.3939458;male;NA;NA;0;11.76987533;4.9;0.983333333;-0.876308124;0.767915928;2.465543329;1.589235205;0.047284855;CZB;SBF;0.95;0.966666667;16.45930675;-1;-0.188246592;0.221600123;0.55
CZB166;wave;6.9;11.76987533;0.525666667;103.3939458;male;NA;NA;0;11.76987533;6.9;0.983333333;-0.534021917;0.285179408;2.465543329;1.931521412;0.047284855;CZB;SBF;0.95;0.966666667;16.45930675;-1;-0.188246592;0.221600123;0.55
CZB600;crab;11.2;9.872357334;0.447333333;103.4399998;male;4;4;1;9.872357334;11.2;0.991666667;0.126175115;0.01592016;2.289738663;2.415913778;0.053812448;CZB;SNN;0.991666667;0.991666667;14.54830129;-1;-0.72324983;-0.680098914;0.92
CZB600;crab;13.4;9.872357334;0.447333333;103.4399998;male;21;21;1;9.872357334;13.4;0.975;0.305516044;0.093340053;2.289738663;2.595254707;0.053812448;CZB;SNN;0.691666667;0.833333333;14.54830129;-1;-0.72324983;-0.680098914;0.92
CZB600;wave;4.9;9.872357334;0.447333333;103.4399998;male;NA;NA;0;9.872357334;4.9;0.983333333;-0.700503458;0.490705095;2.289738663;1.589235205;0.053812448;CZB;SNN;0.983333333;0.983333333;14.54830129;-1;-0.72324983;-0.680098914;0.92
CZB600;wave;5.6;9.872357334;0.447333333;103.4399998;male;NA;NA;0;9.872357334;5.6;0.958333333;-0.566972065;0.321457323;2.289738663;1.722766598;0.053812448;CZB;SNN;0.983333333;0.970833333;14.54830129;-1;-0.72324983;-0.680098914;0.92
CZB598;crab;8;9.765139521;0.567;103.9092728;male;NA;NA;0;9.765139521;8;0.958333333;-0.19937731;0.039751312;2.278818852;2.079441542;0.052188767;CZB;SNF;0.991666667;0.975;15.02295845;-1;-0.453571693;-0.098544641;0.55
CZB598;crab;8.5;9.765139521;0.567;103.9092728;male;5.5;9;1;9.765139521;8.5;0.983333333;-0.138752689;0.019252309;2.278818852;2.140066163;0.052188767;CZB;SNF;0.983333333;0.983333333;15.02295845;-1;-0.453571693;-0.098544641;0.55
CZB598;wave;5.3;9.765139521;0.567;103.9092728;male;NA;NA;0;9.765139521;5.3;1;-0.611112032;0.373457915;2.278818852;1.667706821;0.052188767;CZB;SNF;0.991666667;0.995833333;15.02295845;-1;-0.453571693;-0.098544641;0.55
CZD285;crab;12;11.31631266;0.579666667;103.9157219;male;NA;NA;0;11.31631266;12;0.983333333;0.058661367;0.003441156;2.426245283;2.48490665;0.006968828;CZD;SNN;0.991666667;0.9875;16.16764773;NA;NA;NA;NA
CZD285;crab;12.6;11.31631266;0.579666667;103.9157219;male;NA;NA;0;11.31631266;12.6;0.966666667;0.107451531;0.011545832;2.426245283;2.533696814;0.006968828;CZD;SNN;0.966666667;0.966666667;16.16764773;NA;NA;NA;NA
CZD285;wave;5.4;11.31631266;0.579666667;103.9157219;male;NA;NA;0;11.31631266;5.4;0.9;-0.739846329;0.547372591;2.426245283;1.686398954;0.006968828;CZD;SNN;0.991666667;0.945833333;16.16764773;NA;NA;NA;NA
CZB167;crab;8.2;15.50581804;0.505333333;104.3329267;female;NA;NA;0;8.2;15.50581804;1;0.637081157;0.4058724;2.104134154;2.741215311;0.026673715;CZB;SBF;0.975;0.9875;22.38411163;-1;0.110655512;0.354201129;0.55
CZB167;crab;9.9;15.50581804;0.505333333;104.3329267;female;45;45;1;9.9;15.50581804;1;0.448680554;0.201314239;2.292534757;2.741215311;0.026673715;CZB;SBF;0.941666667;0.970833333;22.38411163;-1;0.110655512;0.354201129;0.55
CZB167;wave;3.1;15.50581804;0.505333333;104.3329267;female;NA;NA;0;3.1;15.50581804;1;1.609813199;2.591498537;1.131402111;2.741215311;0.026673715;CZB;SBF;0.941666667;0.970833333;22.38411163;-1;0.110655512;0.354201129;0.55
CZB167;wave;3.5;15.50581804;0.505333333;104.3329267;female;NA;NA;0;3.5;15.50581804;1;1.488452342;2.215490376;1.252762968;2.741215311;0.026673715;CZB;SBF;0.966666667;0.983333333;22.38411163;-1;0.110655512;0.354201129;0.55
CZC546;crab;10.9;12.1650129;0.592333333;104.4799109;male;39;39;1;12.1650129;10.9;0.983333333;-0.109801247;0.012056314;2.498564037;2.388762789;0.016254381;CZC;SNN;0.991666667;0.9875;18.37212447;-1;-0.994943942;-1;0.609
CZC546;crab;11.3;12.1650129;0.592333333;104.4799109;male;7;7;1;12.1650129;11.3;0.95;-0.073761311;0.005440731;2.498564037;2.424802726;0.016254381;CZC;SNN;0.975;0.9625;18.37212447;-1;-0.994943942;-1;0.609
CZC546;wave;3.5;12.1650129;0.592333333;104.4799109;male;NA;NA;0;12.1650129;3.5;0.95;-1.245801068;1.552020301;2.498564037;1.252762968;0.016254381;CZC;SNN;0.95;0.95;18.37212447;-1;-0.994943942;-1;0.609
CZC547;crab;11.9;10.03161683;0.473333333;104.5304145;male;NA;NA;0;10.03161683;11.9;0.991666667;0.170796612;0.029171483;2.305741788;2.4765384;0.100073461;CZC;SNN;0.991666667;0.991666667;14.21296356;-1;-1;-1;0.515
CZC547;crab;13.8;10.03161683;0.473333333;104.5304145;male;40;77;1;10.03161683;13.8;0.991666667;0.318926804;0.101714306;2.305741788;2.624668592;0.100073461;CZC;SNN;0.975;0.983333333;14.21296356;-1;-1;-1;0.515
CZC547;wave;6.4;10.03161683;0.473333333;104.5304145;male;39;39;1;10.03161683;6.4;1;-0.449443798;0.201999728;2.305741788;1.85629799;0.100073461;CZC;SNN;1;1;14.21296356;-1;-1;-1;0.515
CZB594;crab;7.8;11.5043947;0.607;104.5785352;male;NA;NA;0;11.5043947;7.8;0.983333333;-0.388605376;0.151014139;2.44272911;2.054123734;0.015629452;CZB;SBN;0.966666667;0.975;16.33314582;-1;-0.431104848;-0.753572041;0.947
CZB594;crab;9.3;11.5043947;0.607;104.5785352;male;NA;NA;0;11.5043947;9.3;0.991666667;-0.21271471;0.045247548;2.44272911;2.2300144;0.015629452;CZB;SBN;0.966666667;0.979166667;16.33314582;-1;-0.431104848;-0.753572041;0.947
CZB594;wave;6.8;11.5043947;0.607;104.5785352;male;NA;NA;0;11.5043947;6.8;0.941666667;-0.525806498;0.276472473;2.44272911;1.916922612;0.015629452;CZB;SBN;0.983333333;0.9625;16.33314582;-1;-0.431104848;-0.753572041;0.947
CZC548;crab;10.6;10.03805935;0.486666667;104.6923032;female;1;1;1;10.6;10.03805935;1;-0.054470197;0.002967002;2.360854001;2.306383804;0.082761807;CZC;SNN;0.975;0.9875;14.45733431;-1;-1;-1;0.593
CZC548;crab;13.9;10.03805935;0.486666667;104.6923032;female;NA;NA;0;13.9;10.03805935;1;-0.325505036;0.105953529;2.63188884;2.306383804;0.082761807;CZC;SNN;0.833333333;0.916666667;14.45733431;-1;-1;-1;0.593
CZC548;wave;3.5;10.03805935;0.486666667;104.6923032;female;NA;NA;0;3.5;10.03805935;1;1.053620835;1.110116864;1.252762968;2.306383804;0.082761807;CZC;SNN;1;1;14.45733431;-1;-1;-1;0.593
CZC548;wave;5.4;10.03805935;0.486666667;104.6923032;female;NA;NA;0;5.4;10.03805935;1;0.61998485;0.384381214;1.686398954;2.306383804;0.082761807;CZC;SNN;0.95;0.975;14.45733431;-1;-1;-1;0.593
CZA572;wave;7.52;6.127596569;0.234;104.7012077;male;NA;NA;0;6.127596569;7.52;0.983333333;0.204763542;0.041928108;1.812802596;2.017566138;0.012952783;CZA;NA;NA;NA;NA;1;0.016582571;-0.466871735;NA
CZB597;crab;7.7;10.00209531;0.404666667;104.858032;male;NA;NA;0;10.00209531;7.7;0.983333333;-0.261574273;0.0684211;2.302794602;2.041220329;0.047324611;CZB;SNN;0.983333333;0.983333333;14.5853007;-0.96856432;-0.160397989;0.178438489;0.511
CZB597;crab;13.1;10.00209531;0.404666667;104.858032;male;39;39;1;10.00209531;13.1;0.966666667;0.269817628;0.072801552;2.302794602;2.57261223;0.047324611;CZB;SNN;0.991666667;0.979166667;14.5853007;-0.96856432;-0.160397989;0.178438489;0.511
CZB597;wave;6.6;10.00209531;0.404666667;104.858032;male;NA;NA;0;10.00209531;6.6;0.966666667;-0.415724953;0.172827237;2.302794602;1.887069649;0.047324611;CZB;SNN;0.991666667;0.979166667;14.5853007;-0.96856432;-0.160397989;0.178438489;0.511
CZB170;crab;11.6;10.98592544;0.540333333;105.0036417;male;NA;NA;0;10.98592544;11.6;0.983333333;0.05439015;0.002958288;2.396614948;2.451005098;0.042366011;CZB;SBN;0.983333333;0.983333333;15.26440337;-0.9864468;-0.263681404;-0.601309422;0.947
CZB170;crab;12.2;10.98592544;0.540333333;105.0036417;male;NA;NA;0;10.98592544;12.2;0.941666667;0.104821004;0.010987443;2.396614948;2.501435952;0.042366011;CZB;SBN;0.991666667;0.966666667;15.26440337;-0.9864468;-0.263681404;-0.601309422;0.947
CZB170;wave;4.6;10.98592544;0.540333333;105.0036417;male;NA;NA;0;10.98592544;4.6;1;-0.870558645;0.757872354;2.396614948;1.526056303;0.042366011;CZB;SBN;0.983333333;0.991666667;15.26440337;-0.9864468;-0.263681404;-0.601309422;0.947
CZB170;wave;8.6;10.98592544;0.540333333;105.0036417;male;26;26;1;10.98592544;8.6;1;-0.244852745;0.059952867;2.396614948;2.151762203;0.042366011;CZB;SBN;0.358333333;0.679166667;15.26440337;-0.9864468;-0.263681404;-0.601309422;0.947
CZD288;crab;13.3;11.06808403;0.444666667;105.0504384;female;NA;NA;0;13.3;11.06808403;1;-0.183698381;0.033745095;2.587764035;2.404065654;0.148457153;CZD;SNF;0.908333333;0.954166667;15.59681948;NA;NA;NA;NA
CZD288;crab;13.9;11.06808403;0.444666667;105.0504384;female;NA;NA;0;13.9;11.06808403;1;-0.227823186;0.051903404;2.63188884;2.404065654;0.148457153;CZD;SNF;0.941666667;0.970833333;15.59681948;NA;NA;NA;NA
CZD288;wave;3.5;11.06808403;0.444666667;105.0504384;female;NA;NA;0;3.5;11.06808403;1;1.151302686;1.325497874;1.252762968;2.404065654;0.148457153;CZD;SNF;1;1;15.59681948;NA;NA;NA;NA
CZD288;wave;3.7;11.06808403;0.444666667;105.0504384;female;NA;NA;0;3.7;11.06808403;1;1.095732834;1.200630444;1.30833282;2.404065654;0.148457153;CZD;SNF;1;1;15.59681948;NA;NA;NA;NA
CZB169;crab;10.5;10.46706241;0.478333333;105.2006847;male;24;29;1;10.46706241;10.5;0.991666667;0.003141844;9.87e-06;2.348233413;2.351375257;0.046752757;CZB;SNF;0.941666667;0.966666667;15.04014608;-0.943258311;-0.177296593;-0.045059002;0.739
CZB169;crab;14.1;10.46706241;0.478333333;105.2006847;male;45.5;58;1;10.46706241;14.1;0.991666667;0.297941384;0.088769068;2.348233413;2.646174797;0.046752757;CZB;SNF;0.966666667;0.979166667;15.04014608;-0.943258311;-0.177296593;-0.045059002;0.739
CZB169;wave;6.8;10.46706241;0.478333333;105.2006847;male;NA;NA;0;10.46706241;6.8;0.966666667;-0.431310801;0.186029007;2.348233413;1.916922612;0.046752757;CZB;SNF;0.975;0.970833333;15.04014608;-0.943258311;-0.177296593;-0.045059002;0.739
CZB169;wave;7;10.46706241;0.478333333;105.2006847;male;NA;NA;0;10.46706241;7;1;-0.402323264;0.161864009;2.348233413;1.945910149;0.046752757;CZB;SNF;0.941666667;0.970833333;15.04014608;-0.943258311;-0.177296593;-0.045059002;0.739
CZD287;crab;9.5;13.58706853;0.529333333;105.2449257;female;NA;NA;0;9.5;13.58706853;0.95;0.357826698;0.128039946;2.251291799;2.609118497;0.040551632;CZD;SNN;0.966666667;0.958333333;18.23912437;NA;NA;NA;NA
CZD287;crab;12.2;13.58706853;0.529333333;105.2449257;female;NA;NA;0;12.2;13.58706853;0.575;0.107682545;0.011595531;2.501435952;2.609118497;0.040551632;CZD;SNN;0.916666667;0.745833333;18.23912437;NA;NA;NA;NA
CZD287;wave;2.6;13.58706853;0.529333333;105.2449257;female;NA;NA;0;2.6;13.58706853;0.983333333;1.653607052;2.734416282;0.955511445;2.609118497;0.040551632;CZD;SNN;0.958333333;0.970833333;18.23912437;NA;NA;NA;NA
CZB180;crab;6.6;11.15802229;0.363666667;105.2544446;male;NA;NA;0;11.15802229;6.6;0.975;-0.525089078;0.27571854;2.412158727;1.887069649;0.052196765;CZB;SNN;0.983333333;0.979166667;15.76613126;-1;-0.608147403;-0.937719043;0.857
CZB180;crab;8.4;11.15802229;0.363666667;105.2544446;male;NA;NA;0;11.15802229;8.4;0.991666667;-0.283927021;0.080614553;2.412158727;2.128231706;0.052196765;CZB;SNN;0.991666667;0.991666667;15.76613126;-1;-0.608147403;-0.937719043;0.857
CZB180;wave;5.4;11.15802229;0.363666667;105.2544446;male;NA;NA;0;11.15802229;5.4;0.941666667;-0.725759774;0.526727249;2.412158727;1.686398954;0.052196765;CZB;SNN;1;0.970833333;15.76613126;-1;-0.608147403;-0.937719043;0.857
CZB180;wave;5.8;11.15802229;0.363666667;105.2544446;male;NA;NA;0;11.15802229;5.8;0.983333333;-0.65430081;0.428109549;2.412158727;1.757857918;0.052196765;CZB;SNN;0.983333333;0.983333333;15.76613126;-1;-0.608147403;-0.937719043;0.857
CZB592;crab;9.4;10.91275846;0.470333333;105.2758422;male;5;5;1;10.91275846;9.4;0.991666667;-0.149222916;0.022267479;2.389932606;2.240709689;0.020517724;CZB;SNN;0.991666667;0.991666667;16.15096738;-1;-0.608710716;-0.937711029;0.857
CZB592;crab;9.6;10.91275846;0.470333333;105.2758422;male;157;157;0;10.91275846;9.6;0.991666667;-0.128169507;0.016427423;2.389932606;2.261763098;0.020517724;CZB;SNN;0.95;0.970833333;16.15096738;-1;-0.608710716;-0.937711029;0.857
CZB592;wave;6.1;10.91275846;0.470333333;105.2758422;male;NA;NA;0;10.91275846;6.1;0.958333333;-0.581643834;0.33830955;2.389932606;1.808288771;0.020517724;CZB;SNN;0.941666667;0.95;16.15096738;-1;-0.608710716;-0.937711029;0.857
CZB592;wave;7.7;10.91275846;0.470333333;105.2758422;male;NA;NA;0;10.91275846;7.7;0.983333333;-0.348712277;0.121600252;2.389932606;2.041220329;0.020517724;CZB;SNN;0.958333333;0.970833333;16.15096738;-1;-0.608710716;-0.937711029;0.857
CZB168;crab;9.2;14.9262937;0.776;105.3608666;female;8;8;1;9.2;14.9262937;0.95;0.483920852;0.234179391;2.219203484;2.703124336;0.018634862;CZB;SBF;1;0.975;22.01158209;-0.966783307;0.038207637;0.312760447;0.511
CZB168;crab;13.8;14.9262937;0.776;105.3608666;female;NA;NA;0;13.8;14.9262937;1;0.078455743;0.006155304;2.624668592;2.703124336;0.018634862;CZB;SBF;0.975;0.9875;22.01158209;-0.966783307;0.038207637;0.312760447;0.511
CZB168;wave;3.5;14.9262937;0.776;105.3608666;female;NA;NA;0;3.5;14.9262937;0.983333333;1.450361367;2.103548095;1.252762968;2.703124336;0.018634862;CZB;SBF;0.983333333;0.983333333;22.01158209;-0.966783307;0.038207637;0.312760447;0.511
CZB168;wave;4.2;14.9262937;0.776;105.3608666;female;NA;NA;0;4.2;14.9262937;0.95;1.26803981;1.607924961;1.435084525;2.703124336;0.018634862;CZB;SBF;0.95;0.95;22.01158209;-0.966783307;0.038207637;0.312760447;0.511
CZB179;crab;11.7;10.95121727;0.604666667;105.4450662;male;NA;NA;0;10.95121727;11.7;0.975;0.066138226;0.004374265;2.393450616;2.459588842;-0.000261902;CZB;SNN;0.975;0.975;16.30548409;-0.976255296;-0.273754199;-0.647701731;0.947
CZB179;crab;12.6;10.95121727;0.604666667;105.4450662;male;NA;NA;0;10.95121727;12.6;0.425;0.140246198;0.019668996;2.393450616;2.533696814;-0.000261902;CZB;SNN;0.983333333;0.704166667;16.30548409;-0.976255296;-0.273754199;-0.647701731;0.947
CZB179;wave;6.3;10.95121727;0.604666667;105.4450662;male;NA;NA;0;10.95121727;6.3;1;-0.552900983;0.305699497;2.393450616;1.840549633;-0.000261902;CZB;SNN;0.841666667;0.920833333;16.30548409;-0.976255296;-0.273754199;-0.647701731;0.947
CZB179;wave;9.1;10.95121727;0.604666667;105.4450662;male;NA;NA;0;10.95121727;9.1;0.966666667;-0.185176203;0.034290226;2.393450616;2.208274414;-0.000261902;CZB;SNN;1;0.983333333;16.30548409;-0.976255296;-0.273754199;-0.647701731;0.947
CZB175;crab;10.4;10.63764982;0.625333333;105.4555385;female;NA;NA;0;10.4;10.63764982;1;0.022593772;0.000510479;2.341805806;2.364399578;0.084468646;CZB;SNN;0.941666667;0.970833333;15.58066044;-0.937981983;-0.163843898;-0.239778858;0.731
CZB175;crab;12.5;10.63764982;0.625333333;105.4555385;female;NA;NA;0;12.5;10.63764982;1;-0.161329066;0.026027068;2.525728644;2.364399578;0.084468646;CZB;SNN;0.958333333;0.979166667;15.58066044;-0.937981983;-0.163843898;-0.239778858;0.731
CZB175;wave;4.2;10.63764982;0.625333333;105.4555385;female;NA;NA;0;4.2;10.63764982;1;0.929315053;0.863626467;1.435084525;2.364399578;0.084468646;CZB;SNN;1;1;15.58066044;-0.937981983;-0.163843898;-0.239778858;0.731
CZB175;wave;5.1;10.63764982;0.625333333;105.4555385;female;NA;NA;0;5.1;10.63764982;1;0.735159038;0.540458811;1.62924054;2.364399578;0.084468646;CZB;SNN;0.991666667;0.995833333;15.58066044;-0.937981983;-0.163843898;-0.239778858;0.731
CZA571;crab;11.02;5.226910316;0.209;105.5094821;male;85;85;1;5.226910316;11.02;1;0.745891462;0.556354073;1.653820342;2.399711804;-0.033915148;CZA;NA;NA;NA;NA;1;-0.009440834;-0.431296465;NA
CZB174;crab;8.6;11.47296382;0.438;105.673239;female;52;52;1;8.6;11.47296382;1;0.288231092;0.083077162;2.151762203;2.439993295;0.022395177;CZB;SNN;1;1;16.66726428;-0.95738944;-0.214688653;-0.546282499;0.731
CZB174;crab;10.1;11.47296382;0.438;105.673239;female;5;5;1;10.1;11.47296382;0.883333333;0.127457871;0.016245509;2.312535424;2.439993295;0.022395177;CZB;SNN;1;0.941666667;16.66726428;-0.95738944;-0.214688653;-0.546282499;0.731
CZB174;wave;4.8;11.47296382;0.438;105.673239;female;9;9;1;4.8;11.47296382;1;0.871377377;0.759298534;1.568615918;2.439993295;0.022395177;CZB;SNN;1;1;16.66726428;-0.95738944;-0.214688653;-0.546282499;0.731
CZB174;wave;5.1;11.47296382;0.438;105.673239;female;NA;NA;0;5.1;11.47296382;1;0.810752756;0.657320031;1.62924054;2.439993295;0.022395177;CZB;SNN;0.958333333;0.979166667;16.66726428;-0.95738944;-0.214688653;-0.546282499;0.731
CZB178;crab;13.4;10.29503847;0.373333333;105.7143166;male;18;26;1;10.29503847;13.4;0.991666667;0.26359263;0.069481074;2.331662077;2.595254707;0.067710824;CZB;SNF;0.991666667;0.991666667;14.4433306;-0.941314789;-0.167126498;-0.403134865;0.731
CZB178;wave;5.3;10.29503847;0.373333333;105.7143166;male;NA;NA;0;10.29503847;5.3;1;-0.663955257;0.440836583;2.331662077;1.667706821;0.067710824;CZB;SNF;0.991666667;0.995833333;14.4433306;-0.941314789;-0.167126498;-0.403134865;0.731
CZB178;wave;6.7;10.29503847;0.373333333;105.7143166;male;NA;NA;0;10.29503847;6.7;0.991666667;-0.429554551;0.184517112;2.331662077;1.902107526;0.067710824;CZB;SNF;0.991666667;0.991666667;14.4433306;-0.941314789;-0.167126498;-0.403134865;0.731
CZB588;crab;11.5;12.46318067;0.596333333;106.0952166;female;60.5;111;1;11.5;12.46318067;0.908333333;0.080431716;0.006469261;2.442347035;2.522778751;0.030369074;CZB;RBF;0.983333333;0.945833333;17.36506759;-0.865458686;-0.047269661;-0.106799975;0.739
CZB177;crab;11.6;12.05938528;0.561333333;106.1057912;female;67;67;1;11.6;12.05938528;1;0.03883812;0.0015084;2.451005098;2.489843218;0.036269183;CZB;SBF;0.966666667;0.983333333;17.40223092;-0.865817397;-0.045692065;-0.108638213;0.739
CZB177;crab;12.3;12.05938528;0.561333333;106.1057912;female;131;131;1;12.3;12.05938528;0.925;-0.019756044;0.000390301;2.509599262;2.489843218;0.036269183;CZB;SBF;1;0.9625;17.40223092;-0.865817397;-0.045692065;-0.108638213;0.739
CZB177;wave;3;12.05938528;0.561333333;106.1057912;female;NA;NA;0;3;12.05938528;1;1.39123093;1.935523499;1.098612289;2.489843218;0.036269183;CZB;SBF;0.933333333;0.966666667;17.40223092;-0.865817397;-0.045692065;-0.108638213;0.739
CZB177;wave;3.5;12.05938528;0.561333333;106.1057912;female;NA;NA;0;3.5;12.05938528;1;1.23708025;1.530367544;1.252762968;2.489843218;0.036269183;CZB;SBF;0.958333333;0.979166667;17.40223092;-0.865817397;-0.045692065;-0.108638213;0.739
CZC581;crab;10.4;10.56688906;0.466666667;106.1788188;male;NA;NA;0;10.56688906;10.4;0.991666667;-0.015919633;0.000253435;2.357725439;2.341805806;0.050578293;CZC;SNN;0.966666667;0.979166667;15.17540349;-0.52598503;-0.416414341;-0.473716376;0.989
CZC581;crab;11.1;10.56688906;0.466666667;106.1788188;male;26;26;1;10.56688906;11.1;0.983333333;0.04921967;0.002422576;2.357725439;2.406945108;0.050578293;CZC;SNN;0.958333333;0.970833333;15.17540349;-0.52598503;-0.416414341;-0.473716376;0.989
CZC581;wave;7.6;10.56688906;0.466666667;106.1788188;male;NA;NA;0;10.56688906;7.6;1;-0.329577191;0.108621125;2.357725439;2.028148247;0.050578293;CZC;SNN;0.983333333;0.991666667;15.17540349;-0.52598503;-0.416414341;-0.473716376;0.989
CZC580;crab;11.5;9.843566721;0.498;106.2436223;male;6;10;1;9.843566721;11.5;0.991666667;0.155528918;0.024189244;2.286818117;2.442347035;0.085195256;CZC;SNN;0.991666667;0.991666667;14.32235979;-0.438159436;-0.30616163;-0.349112137;0.989
CZC580;crab;12.6;9.843566721;0.498;106.2436223;male;6;6;1;9.843566721;12.6;0.983333333;0.246878697;0.060949091;2.286818117;2.533696814;0.085195256;CZC;SNN;0.966666667;0.975;14.32235979;-0.438159436;-0.30616163;-0.349112137;0.989
CZC580;wave;4;9.843566721;0.498;106.2436223;male;NA;NA;0;9.843566721;4;0.975;-0.900523756;0.810943035;2.286818117;1.386294361;0.085195256;CZC;SNN;0.941666667;0.958333333;14.32235979;-0.438159436;-0.30616163;-0.349112137;0.989
CZC573;crab;10.5;9.763137269;0.487666667;106.2691235;male;68;68;1;9.763137269;10.5;0.966666667;0.072761467;0.005294231;2.27861379;2.351375257;0.051441759;CZC;SNF;0.966666667;0.966666667;13.88993188;-0.339231342;-0.200168019;-0.242947663;0.938
CZC573;crab;11.5;9.763137269;0.487666667;106.2691235;male;4.5;6;1;9.763137269;11.5;0.975;0.163733245;0.026808576;2.27861379;2.442347035;0.051441759;CZC;SNF;0.975;0.975;13.88993188;-0.339231342;-0.200168019;-0.242947663;0.938
CZC573;wave;4.5;9.763137269;0.487666667;106.2691235;male;NA;NA;0;9.763137269;4.5;1;-0.774536393;0.599906625;2.27861379;1.504077397;0.051441759;CZC;SNF;0.975;0.9875;13.88993188;-0.339231342;-0.200168019;-0.242947663;0.938
CZC571;crab;12.6;9.856400552;0.462;106.2733509;male;34;34;1;9.856400552;12.6;0.983333333;0.245575768;0.060307458;2.288121046;2.533696814;0.090149088;CZC;SNF;0.983333333;0.983333333;13.88130757;-0.323202511;-0.170880928;-0.2095128;1.574
